Tweets,Label
✨ umay na talaga sa bwakanangshit na online class na to ✨,Negative
super kinakabahan sa first online class napawalis at napa-mop tuloy ako ng sala shUTA,Positive
Thankyou Online Class!!!  https://t.co/VuvRdZH16T,Positive
wanna skip online class 4 today 🥺,Negative
Awit lods wednesday na agad start ng online class namin di pa ko ready haha,Neutral
Nakatulog ako during online class pag gising ko humuhugot na si doc 😆😆😆,Neutral
ayoko na mag fucking online class :&lt;,Negative
Ongoing online class pero inaantok hahaha,Neutral
"While wearing airpods, Nag-iwan ako ng activity sa online class ko tas nakalimutan ko magmute tapos umihi ako, nakakahiya dinig nila yung pagwiwi ko shuta. 🤡🤡🤡",Neutral
We can't afford laptop for my online class 😭😭😭,Negative
Kakaumaaa ang online class na etoo🤦‍♂️,Negative
"So ayon, ang dami ko namang nagawa ngayon. Iba talaga kapay puyat at nag kape. Ayy may online class paba? 'wag naaaaaa.",Positive
REAL T MAMEN UMAY SA ONLINE CLASS 🤦🏻‍♀️,Negative
Umay converge hnd ako paka join sa online class namin,Negative
online class ka bhie?  https://t.co/FgaL9FtHly,Neutral
online class naging online chikahan hahahahahaha bwiset,Negative
back to normal na plss huhu wala ako maintindihan sa online class,Negative
Ayoko na ng online class HAHAHAHAHA UMAY,Negative
Lahat namn kasi tayo nahihirapan sa online class. Potanginnnnnnna mo mahirap din yung course namin gagu!,Negative
habang online class  https://t.co/YjuPiqlCxh,Neutral
1st day of our online class! 🤯,Positive
WAIT LAAANGGG PATAPUSIN NYO MUNA AKO SA ONLINE CLASS OMG  https://t.co/qljyjXMqpb,Neutral
online class na nga lang late pa 'ko,Negative
eto si mak gang online class late!! ako na sstress sayo hahahaha,Negative
Yung ready kna sa online class tapos brownout pala😂,Neutral
ay start na pala online class kakagising ko lang wait wait,Negative
Online class nanaman po tayo😇,Positive
"Sabog ang mga puta mamaya sa online class panigurado, ako baka manahimik nalang muna hahahaha",Neutral
Tinanong ako nila kuya kagabi kung pwede daw ba ko mag online class sa phone sabi ko pwede naman bakit? Tas sagot kasi pupunta daw Baguio HAHHAHAHHAHA lol,Neutral
CHED ano na? Teachers and students kailangan din magpahinga. Nakakapagod kayang mag online class,Neutral
"Good morning everyone! Good luck sa mga may online class, laban lang! Stay safe and have a great day  ❤️",Positive
First day of online class HAHAHA,Neutral
umay may online class nanaman mamaya haix,Negative
Tulog na. Hindi na pwedeng magpuyat at need ng energy for the online class,Positive
"tbh, yoko pa umuwi hahaha dala ko na mga kailangan ko pang online class, ipad, laptop, phone, gladly may wifi na din here.",Positive
putikkk di uso weekend break sa online class!!!!!!!  anuenaaa,Negative
Dapat gumawa ng Promo Load ang Globe&amp;Smart na exclusive for Online Class like GoClass90 (For Gmeet/Zoom/GClassroom) for one week consumable. Hirap kasi pag regular na GoSurf with 5-7GB mag Gmeet kalang ng 1-2 Hours Class mamaya mag tetext na you have consume all of your Data 🥴🤦‍♂️,Neutral
So balik na ulit sa paggising ng maaga para sa online class :(,Positive
GoodLuck sa first day of online class bukas 🥴,Positive
Ako lang to may online class then nag oonline selling HAHAHA bili na kayo tote bag own designs pa hahahaha pwede iship dm me lang HAHAHAHAA.,Neutral
First day of Online class tomorrow,Positive
sa totoo lng ang hirap tipidin ng data para sa online class hays,Negative
Hindi pa rin ako sanay sa Online Class :( hirap iexpress ung sarili,Negative
Ready na for Online Class 🥺 🥵  https://t.co/8orm0Kitv9,Neutral
online class?? pero bat parang wala akong natutunan sabagay di naman pala nag lelesson puro deadline deadline,Negative
Paunahan lumabo mata kaka online class kemerot nilaa,Negative
lalaban ako sa online class bukas ng hindi handa. Send load guys haha,Neutral
Online Class is more harder than my boyfriend’s dick wtf!!!!,Negative
May online class nga pala bukas,Neutral
Bukas pa start ng online class pero yung stress ko nauna na 😩,Negative
Isang rt sa pinned ko malaking tulong na po yun para saking online class po. Maraming salamat❤,Neutral
"this is really stressing, online class is stressing, i mean what is rest?  this is 2x stress than f2f classes!!!! imagine? you need to work and study 24/7 just to submit all requirements needed and also study for upcoming quizzes,,,, self-paced studying whAat?  https://t.co/ePGDBupLyY",Negative
nape pressure nako sa online class na yan huhu 🥺😰,Negative
"i want to chill din with my friends, kasi super stress na din ako sa online class 😞",Neutral
Online class na bukas!! Fuck hindi ako excited hahaha,Negative
"Pota di lang pala stress mabibigay sakin ng online class, pati pala labo ng mata ibibigay din nya. NOOOOOOOOOOFCKINNNNWAAAAAY!!!!!!",Negative
Taenang online class 'to panira ng alis namin hahahaha,Neutral
wui!  @Converge_CSU  galaw galaw kawawa namn ung mga nag online class dedma kayo sa mga message kawawa sa inyo! 😤,Negative
"Maluluka na sa online class, maluluka pa sa patong patong na isipin.",Negative
Gusto ko maistress sa online class HAHAHAHA,Negative
Stressful ka online class super 😤,Negative
Ngayon natuloy ang online class go lang ako sa flow pero pag tinanggalan nyo pa kami ng christmas break at summer break sobra na CHED mga maderpakers mga de puta na kayo,Neutral
Lunes nanaman bukas! Balik online class nanaman! 🙃🙃🙃,Neutral
"Lord, I really want this Korean online class. Bigay mo na to sakin pls 🥺",Positive
kung wala lang online class baka di na lang ako magcp,Neutral
@NotErnest Baby steps lang. We’re all adjusting in the new normal in online class and draining af talaga siya. Always prioritize ur mental health pa rin!! LEZZZZ G er we kno u gonna bounce back stronger soon ! 💪🏻💪🏻💪🏻✨,Neutral
Bilis na mapagod ng mata ko tapos Online Class pa,Negative
Wahahah ang dami palang hindi nag enroll this s.y eh nag stop din sana ako. Ang hirap ng online class. 😃😃😃 Putangina D*p*d,Negative
Magbigay lang ng activity sa online class nang naaayon sa husay at linaw ng pagkakaturo ng lessons.  Char. Not char.,Positive
I just need a cigarette break! Hayop ka online class!!!!,Negative
nakaka paranoid ang ONLINE CLASS MAYA'T MAYA AKONG NAGCHECHECK NG CANVASSSSS MAME,Negative
di pa nag iistart online class namen naiistress nako ahdbdjsnskdbshnd,Negative
"madaming classmate ko na nag tanong sakin kung nag online class ako, sabi ko hindi, tinanong din nila kung paano ma refund ang fee nila wala daw sila natutunan #AcademicFreezeNOW",Negative
Online class Ft. Slow internet connection.,Neutral
ayaw ko mag online class 🙄,Negative
@shannenmclo thanks to online class HAHAHAHAHA,Positive
24 Kainis Hindi tayo classmate🤦🏼‍♂️. Pero I want you to stay positive sa mangyayari. Hold on to our team goals🏅. GoodLuck sa Online Class. We are here for any help you need. 😊💖. Hope you’re doing fine. Keep safe always as well as your family✨,Positive
"Di ko alam bakit pagkatapos ng online class namin, body pain talaga ang kasunod haha",Negative
may online class kami kanina e tapos na ako magsagot ng quiz nagselfie akue buti nalang naka-off cam ako hayp HAHAHAHAHAHAHA!  https://t.co/VZ42oogF3N,Neutral
Ok na sana online class eh pero ung tambakan Activities? NO NO NO😒  #AcademicFreeze #AcademicEaseNow,Neutral
masurvive kaya nako ning online class?,Neutral
dati excited akong mag online class pero ngayon parang di nako natutuwa! :(,Negative
Kakatamad yang online online class na yan!! HAHAHAHA,Negative
Online Class Now Sucks😔,Negative
Grabe ka stressful sa online class when you're living in a third world country ang saya saya 😍😡,Negative
This online class is killing meeee,Negative
Nag online class pero dumali si POOR CONNECTION.....Kainisssss😫,Negative
"""Okay na 'to basta may maipasa"" is literally my mood for this online class :)",Negative
Off mic at vid talaga para di matawag ni maam sa online class hahaha,Neutral
Ako nahihirapan sa online class nung mga alaga nina mama na shs. Hay,Negative
Tangina di niya man lang na appreciate yung effort ko para sa tanginang online class nayan eh hindi nga niya alam na pagod na pagod na ako ih😭😭😭,Negative
Waiting for online class...,Positive
Nyeta online class na namannnnnnn🥴,Negative
Ginugutom ako ng online class pota diko na maasikaso sarili ko,Negative
@peuyadomanoban Ok I'll try to skip my online class😆,Negative
ang hirap maging working student lalo ngayong online class. pero sige kakayanin to 🥰laban lang. ♥️,Neutral
Pano ako gagawa ng creative self introduction for online class huhu,Neutral
Ang garaaa!!! Kahit walang sched ng klase may online class kami 😒 yawaaa!! Habang nag kaklase tuloy nag skin care ako tas nag aalmusal HAHAHAHAHAHAHAHHA ayaw q na academicfreez naaaa!!!!!!!,Negative
"Ayoko na mag online class, ibang-iba last term. 🙃",Negative
Hirap mag online class habang may sakit huhu hindi ako makapag focus huhu,Negative
tired of online class but i got goals. ❤️,Neutral
Wala po akong naiintindihan sa online class 😭,Negative
Salamat ng marami Globe!! Wala nako naintindihan sa online class ko,Negative
Wala akong idea pano mag sstart online class namin jusko,Negative
di makasali sa online class pota,Negative
Yung iba stress na stress sa online class habang ako tamang chill lang HAHAHAHHAHAHA,Neutral
Online class na naman later 🙄,Positive
WAG NATING GAWING KOMPETISYON ANG ONLINE CLASS,Positive
"Paalala lang sa lahat ng nag o online class, as long as kaya nating tulungan classmate naten, gawin naten. Kung may tanong sila sagutin naten, wag yung isi seen naten sila. Ang goal dapat natin ay Tulungan pataas at wag hilahan pababa. ❤️",Positive
First day online class 🤦‍♀️😴,Neutral
Legit na sobrang nas mahirap ang online class sa face to face class. Tangina self learning. Nakakabaliw na,Negative
"Dzai! There are students struggling with Online Class not because they are mentally incapacity. They’re just financially unstable to provide the things that these Online Learning demands, but trust me baka lamangan kapa nila 🙃😉 Pasalamat kana lang you have all, try to share it.",Negative
Awang awa na ako sa mga bata kong kapatid mag online class. Pahirap 🥺,Negative
grabe mas mentally and physically draining lagi ning online class,Negative
wala akong kagamit gamit pang online class. kahit papel at ballpen manlang sana o😁,Negative
Ilang app po ba ang kailangan para sa online class? Huhuhuhuhuhu parang hindi kakayanin ng phone ko?,Neutral
"The first 3 weeks of online class was really a mess. I am physically and mentally drained. I know I can’t win if I only whine. So I act. I think I win this week. (Except for surgery) 🙄. Thank you, Lord. I can sleep early at last!",Negative
"so nagsuggest kami kung pwedeng google meet yung online class namin bukas for accounting instead zoom kasi ang bilis makaubos ng data, but we failed HAHAHAHAHHA  di kami malakas kay lord 😭 #LigtasBalikEskwela",Negative
Sa mahigit two weeks na online class wala man lang akong natutunan  #AcademicEaseNow,Negative
Put a finger down kung pina realize sayo ng online class na madali kang mawalan ng focus.,Neutral
"Sabi ni tita ""papakabit na ako wifi dito kahit isa ko lang gagamit para di load ng load tapos kung payagan ka ni mama mo magbakasyon muna dito edi punta ka total online class lang naman kayo"" Huhuhuhu shit sana talaga pumayag si mama.",Positive
Diko alam kung ako lang nakakaranas na parang mas doble yung pagod pag online class compare sa face to face classes. 🥺,Negative
"Pati sa online class may pabida padin, awit talaga sayo!",Neutral
lapit na ng online class huh!!😪,Neutral
"kanina ung pinsan ko, nagdidiscuss ung instructor nila tapos tong pinsan ko wala lang nakikipag chismisan saamin hahaha naku ""online class pa nga"" hahahaha tas ung instructor ngay todo discuss lang tangina, baka ganon din siguro mangyri saamin hahaha well tignan natin haha",Neutral
sobrang stress talaga tong online class na to,Negative
need ba talaga ng uniform at haircut sa online class???? ang korny potAaaa,Negative
"after online class talaga , kelangan kong makaidlip nang konti kase sumasakit na talaga mata at ulo ko 😳",Negative
kala niyo ba napakadali ng online class mga bobo kayo,Negative
kala ata nila laro tang tong putanginang online class nato!,Negative
"ang hirap kaya ng online class, walang allowance 🥺☹️",Negative
mentally &amp; physically tired hahaha online class pa more 😃❤️,Negative
sobrang nakakapagod tong linggo na to. pota mas nakakapagod yung online class kahit nakatitig at nakikinig kalang sobrang nakakapagod!!!!,Negative
Idk but teachers suffers too :(( i hav kapamilya na teacher and everyday commute sya sa school with his daughter sa school kasi sa school yung online class and with daughter snce d msyado techy si uncle. tpus 23 pesos fare ngayn. Snce dlawa sila 92 jeep fare pa lang yun..,Negative
NAGKAROON DIN NG CONNECTION WHOO! kung kelan tapos na ako sa online class,Negative
TANGINANG ONLINE CLASS SOBRANG NAKAKAIYAK TAPOS NAKAKA-PRESSURE!! #AcademicFreezeNOW,Negative
legittt yung inis kapag ganito yung wifi nyo tapos oras ng online class nyo tangina 😭,Negative
nakakapagod ka onlineclass,Negative
Sumasakit ulo ko sa online class na yan 💆‍♀💆‍♀,Negative
"ngayong araw wala ako naka sched na online class, pero until now wala pa ko natatapos sa 3 kong gawain huhu",Negative
I don’t know if I survive this online class!,Neutral
I HATE ONLINE CLASS 😭,Negative
"Hindi na nakakatuwa ang online class, hindi pa nga naituturo ang dami ng assignments at activities 😭😔",Negative
"Instead of learning in the online class, I became more and more stupid... Rt",Negative
kinginang online class,Negative
"Ang saya naman sa gmeet. Only the students can join, the instructor can not due to low internet connection. #Onlineclass #internetproblem",Negative
If there's a will there's a way! No computer table? No problem. Ironing board to the rescue.😂😂😂 #onlineclass #schoolisfun  https://t.co/YNqecMpv4x,Positive
Mabuti nalng nakahabol ako sa online class ko piste yan . Like i feel hinintay ako pero di naman talaga hahahah,Positive
super kastress online class,Negative
Online class just went to shit😂🔥🔥,Negative
Prof: isang advantage ng online class ay pwede ka pumasok ng di naliligo  🤔🤔,Positive
"Bakit di ako tinatawag ng prof ko, hays online class probs 😭",Negative
Aliw sa online class sa group chat nagaganap🤦‍♀️ tas literal na thru chat pa.,Positive
inaantok ako sa online class 😪,Negative
Mas nakakastress pa itong online class kesa sa face-to-face. F*ck online class,Negative
balancing online class and watching nba playoffd 🤣🤣,Positive
"tanginaaaaaa pano ko ihahandle lahat lalo na pag nag start ang online class, baka mamatay ako sa stress",Negative
that big ass anxiety i have since the start of online class hahahaahhaa fuck yoko na talaga af,Negative
online class sucks,Negative
how to survive online class/modules?,Neutral
"Sobrang struggle ko sa online class iniisip ko pano ko lahat sisimulan at tatapusin, tinititigan ko palang parang mabibiyak na ulo ko. Wala naman ako natututunan. Iniisip ko nalang pano tatapusin, kailan ipapasa. gano ba kahirap to madali ba to.",Negative
"@jamashera_ Pagasikaso palang ng requirements during pandemic nakaka stress na, online class pa kaya.🤷🏼‍♂️",Negative
"Lagnat lang to, may online class kami bukas, goodnight. Flying peace for everyone.",Neutral
Generation natin ngayon mga bulag pagtanda. Naluto na ta nakatitig maghapon sa magdamag sa cp at laptop dahil sa online class. CHAR!,Negative
"Sa totoo lan, dito sa online class lang ako natututong magaral ng medjo mabuti.🤣",Positive
next next week na yung online class 🙄,Neutral
ganda kaya online class sis may tatlong araw kang bakante 🤪,Positive
"Demunyo talaga tong kaklase ko, wag na daw gumawa eh online class na tooooo! Hindi to kasing dali ng pagyayaya papuntang canteennnnnn!",Neutral
"The new normal in Education. Preparing for my Online class. @ Morong, Rizal  https://t.co/T4X2TLsXnr",Neutral
"Nakakaumay na, wala akong natututunan sa online class 😞",Negative
"katamad na naman online class bukas, puro lang lecture🤦‍♂️",Negative
1 week na online class-  Eyes pain and Random Headache  and hand spasmodic muscular contraction 😞yeah #OnlineClasses,Negative
"Online class isn't about learning, it's all about the fvcking deadline.",Negative
"Kaya I will never discredit the pains that many students are voicing out kasi legit na mahirap talaga tong online class.   Pero guys please do know na bilang guro, ginagawa talaga namin lahat to ease the difficulty and  ma-provide yung best kahit ganito ang situation. Laban tayo!",Neutral
"tapos mura lang, pwedeng pang online class",Positive
"Tanginang Online class to, stress lang nakukuha ko.",Negative
"send “help” to 911 🤯 di ko na keri masyado nang tambak po, hinay hinay lang. may sarili din po kaming responsibilidad. konting pagunawa at konsiderasyon naman po. pls lang, gusto lang din namin masurvive ang online class 🥺😭",Negative
Lahat stress sa online class☹,Negative
Ready na sa online class.  https://t.co/xWMeHSn98I,Positive
"Usto ko mag-open up kay papa kung gano nako kastress sa online class, pero hmmmm sige laban nalang ulit! 💪🥺  https://t.co/qaK3ejRYua",Neutral
First day of online class! 🤣,Neutral
Nakakatamad talaga ang ONLINE CLASS😩🙄,Negative
Yoko na mag online class kaka join ko lang dami na agad gagawin aahahha,Negative
"Lahat naman ata busy sa online class, so why not??",Neutral
"Habang nakikinig ako sa online class, pati si kuya at em nakikinig din tapos nakikisagot din sila sa mga tanong. Tapos nung nag goodbye na prof ""tapos na yon?"" HAHAHA aral na aral sila makatuwa",Positive
"Online class isn't effective. Deadlines are more than what we learn. You can't just tell us na ""wala tayong magagawa, gan'yan talaga"" We're really trying our best to cope up and deal with the new normal pero 'di ba? Mahirap po :(((",Negative
PAANO MAG-EYE ROLL HABANG ONLINE CLASS. 🙄 CHAROT,Negative
"after a long period of online class ,..nkapagpahinga din  https://t.co/N1rdKl6QJ3",Neutral
Backout ako sir ayoko mag online class HAHAHA,Negative
Ewan ko kung bakit pati sa online class eh kapag tumawa ako tatawa din sila 🤣😆,Neutral
Sobrang kaka stress naman ang online class di na alam kung ano ang uunahin sa nga gawain e,Negative
Super sarap sa feeling na pagkatapos mong magbabad sa online class may fav food na ihahain sayoooo:--)))),Neutral
"5% online class, 95% activities. Im so fcking tiiiirrrreeeedddd.",Negative
I wait for the last minute before I enter the online class,Neutral
ONLINE CLASS IS NOT FOR ME :(,Negative
Gagi late na naman ako sa online class buset kasi bakit di ko maalala na sched ngayon,Negative
"Damn,,,, feel ko na stress ng online class 😕 #AcademicFreeze",Negative
"Dala ba to ng online class o sadyang pinipilit ko lang ung gusto ko in the future, na di ko talaga kaya?",Negative
Wala na akong naintindihan sa online class umay,Negative
nakaka stress online class huhu,Negative
Ok nagawa kong magsabi ng thank you bHie sa online class. To more milestones this online learning cheret HAHAHAH,Positive
Am I the only one who feels that I'll be losing moments of enjoying college life? 😣 We are supposed to enjoy studying with our acquaintance right now. Online class sucks and It stresses me out.,Negative
nyemas na online class to ayaw magtigil 🙂🙄 24/7 potek,Negative
NAKAKAPUTANGINA TALAGA ONLINE CLASS NA ITO,Negative
"Umay sa online class lods, araw araw tambak ng dapat ipasa. Dagdag mo pa yung surprise quiz hahahh",Negative
"Online Class, hindi online shop!",Neutral
i enrolled sa online class sayang kase yung learnings and 1 year,Positive
"Online class sa umaga, COD sa gabi 🙃",Neutral
Stressful na nga yung online class mas pinapalala pa. Galaw-galaw EAC. May prof kayong pahirap..,Negative
Di pa nagsisimula online class namin may assignment na agad HAHAHAHAHAHAH,Negative
Usto ko ma tulog sa online class buset🤣😂,Neutral
buti ako chill lang taena di ko alam kung buburahin ko ml ko para sa online class e HAHAHAA,Neutral
@saltiest_potato Heyy wachu doin here??   You got ur math online class bro (🤭),Neutral
bat kahit online class na ako masaya parin ako pag walang class 🥺 HAHAHA,Positive
"Anyways, kayo ba ay may online class na at nakabreak kayo or hindi pa start ng class niyo?",Neutral
"araw araw may soundtrip sa plaza, uz2 niyo ba sa online class yun? HAHAHAHAHAHA",Neutral
"nakakalungkot isipin na yung ‘school’ nga mismo yung takbuhan mo para makaiwas sa problema sa bahay, and yet we are all fucking stucked with this ‘online class’ shit. Dude I’m so fucking drained, I just wanna rest for a whole year. Fucking stupid life.",Negative
Tanggala. Ayaw ko ng online class👉👈😞,Negative
Online class is anti poor.,Negative
Online class really HURTS my BUTT.Feeling ko may 2nd degree pressure ulcer na ako. 😓😔😰💻👓,Negative
People keep on saying that Online class is shit and I agree because I am people.,Negative
"Napansin ko lang sa sarili ko na eversince nag online class, kada breaks na meron ako, tinutulog ko na lng AND NAKAKATULOG NA LANG AKO BIGLA SKSKSKS ganun ako kapagod and drain sa online class na to",Negative
tunay ngang 24/7 online class,Negative
Migraine some more batuk some more flu some more online class some more quiz some more,Negative
di ko alam kung pano ko aayusin set up ko sa kwarto para sa online class! :(,Neutral
this online class +++ training is so frustrating hays wag nalang magpa promote ano,Negative
Pag tapos mag laba online class agadd 🙄,Neutral
"If there’s no online class held by teacher during PKP, how did he give marks to students?",Negative
Sakit sa utak nitong online class,Negative
surprise quiz sa online class 🤡,Neutral
@JohnLrryM @jamesjainyll online class auto pass,Neutral
"Legit yung antok ko sa online class, tapos hanggang 6 pm pa juskoooooo",Neutral
Nawawala poise ko as a teacher pag nagwave na sakin ang mga kapatid(super friends ko) ng students namin sa online class. Hahahahahaha,Neutral
Sa online class walang ligo pero may liptint,Neutral
Mas gusto ko pang pumasok sa school kesa mag online class,Negative
Hindi pangsstart nasstress na ko sa Online class ni cassy 😩😩 tama ba tong desisyon ko na inenroll ko sya?! 😭,Negative
"tangina ni gian hirap maging kaklase, tawang ng tawa sa online class amp HAHAHAHAHA",Positive
bike muna bago online class hihi,Neutral
Pero ateast humabol siya sa online class ko hshshs,Neutral
Paanu po matuto sa Calculus while online class? Ehehe,Neutral
Lalo kong nakikita ung pagkabobo ko sa math ngayong online class,Negative
umay online class yoko na sayo,Negative
Nakaka iyak yung online class huhuhuhu,Negative
@zupjae @yanihatesu @kayejosee @nicolleeeccc_ @bambibombss @anexdelise may online class din ako baket ba,Neutral
"Huy send sila sa gc mga pictures before and after ng online class, kainggit argh, usto ko din!!!",Neutral
Humingi na ako ng baon kahit online class sa kuya hahah talagang zero balance na eh 😂 buti isang sabi ko lang hehe ❤️,Neutral
"Nakakamiss din yung magtatanong ka ng ""nag join na kayo?"" Chika after online class kung anong kalokohan gagawin screen shot mo yung mga epics pictures lalo na ako na kotang kota sa epic, gusto ko magpatuloy sa online class pero gusto ko din isa alang-alang mental health ko.",Neutral
Putaena ayoko na ng online clASS,Negative
"Ang hirap ng online class kapag may ocd ka. Nakaka-inis kapag nag-pile up mga modules tapos hindi mo na alam una mong ipri-print. After printing, iso-sort mo pa shettt kagigil kapag may nawawala sa lugar.",Negative
"I'm so thankful to have a BSIS FAMILY salamat sa mga pagchecheer up nyo sakin kahapon kahit pati kayo ay stress na dahil sa ""Online Class"" na ito kahit andaming nangyari kahapon andyan kayo para palakasin yung loob ko",Positive
"Grabe yung stress,frustrate at yung bigat ng nararamdaman ko kahapon dahil sa ""Online Class"" nag quiz ng agad-agad and sinasabi na yung mga need gawin at ipasa 💔 Hindi kinaya ng utak ko at napapikit na lang ako telling to my self na kaya kopa ba?",Negative
Tinatamad na akong mag online class 😕!!!,Negative
"haha solid tulog ko 8pm pa lang kahapon bagsak na eh, sakit sa mata online class siz 🤓",Negative
"This online class thing is sooo stressful for both students and teachers. Fight lang y’all, we’ll get through this. 🌻💛",Neutral
Anggulo mag online class,Negative
Kaso ayoko naman ng online class 🤦🏻‍♀️,Negative
I don’t know but i think this online class can still be a burden to most of the students.,Negative
"Di ako pwede mag online class pota pabaya na nga sa f2f class, lalo na online hahahaha",Negative
Online class is not a joke. Tssk!,Negative
"imbis yung grado ko ang tumaas ngayong online class, mukhang grado ko pa ata sa mata ang tataas bHiE 🤓",Negative
too tired to this online class 😪🤯,Negative
#AcademicFreezeNOW  Jusko naman hindi naman effective ang online class,Negative
Next week na Online Class namin🥴,Neutral
Kamusta naman ang online class nyo?,Neutral
"I wanna cry. Last night i was doing 8 cases for pathology, and micro sgd.   Slept at 4 am woke up at 7am and from 10am-8pm (no lunch break, and dinner) online class. Tapos ngayon i need to watch a video for psych MSE assignment and need to prepare for pharma sgd on anticoags. Cry",Negative
Buti sa school pag tapos na school hours mo tapos na gawain sa online class nag oovertime pa kase need agad mapasa ng napaka daming activities at pag di ko agad nagawa matatambakan ka,Negative
hoke ramdam kona yung online class,Neutral
Tbh!Mas nakaka antok ang online class,Negative
My mental health cant handle online class.,Negative
taena men naaawa ako sa mga students na di nagenroll dahil walang pang online class :((,Negative
naging triple yung sakit ng likod ko dahil sa online class na to 🙂,Negative
"ano ba kami dito robot? pare parehas lang tayong tao dito. nag aadjust palang kami sa online class. dagdag mo pa yung mabagal na connection ng studyante at teacher, halos wala na talagang maayos na zoom o google meet.",Negative
Taenaaa online class na nga lang pota hahahahaha,Neutral
@chooorles kaya mong pabagsakin yang bwakanangshit na online class na yan!! malakas ka charles kayang kaya mo yan!! piliin maging masaya at maging mabuting tao maikli ang buhay ingat lagi!!! mwaps 💯🙏🤟,Positive
Hindi na ako natutuwa sa online class.,Negative
Sakit sa mata nang online class,Negative
"Be patient,kung nahihirapan ka sa online class mo,nahihirapan din sila doble pa,both teacher's and students nag i-struggles din na i stress din,we are on the same both :)",Neutral
May mga prof talaga na nakakaawa pag online class,Negative
akala ko online class lang ang mahirap makasurvive hinde pala hehehe,Neutral
potangena maka tamad mag online class na ganito kabagal ang net 😭😭😭,Positive
"GANUN DIN NAMAN KAPAG MAY PASOK KAMI EH MAGHAPON DIN NAMAN SA SCHOOL, TAS NGAYONG ONLINE CLASS NA DAPAT GAGAWA PARIN KAKI NG GAWAING BAHAY HABANG NAG AARAL AT ON GOING YUNG CLASS? deadz na ghorl",Negative
"YAN NA NGA BA SINASABI KO, AKALA NILA KAPAG ONLINE CLASS SOBRANG DALI KAYA SINASABIHAN PARIN NILA TAYONG PURO GADGETS NALANG. HINDI PO NAMIN ITO CHOICE AT KUNG PAPIPILIIN PO KAMI TALAGANG ACTUAL CLASSES PO GUGUSTUHIN NAMIN. SANA PO MAINTINDIHAN NIYO. MAS DOBLE SA ONLINE CLASS.",Negative
All these social and political issues plus online class problems and rants. It's making me sick af.,Neutral
"it is very difficult to study in school itself especially in skill based courses, sa bahay pa kaya na may kanya kanya rin tayong problema, do you think we can still focus on this stupid online class?  #AcademicFreezeNOW",Negative
exhale online class shts...  https://t.co/zT2fVPgcD2,Neutral
Me to assignments on online class. (BAKIT MERON NANAMAN!!!!!!!!!!!!!!),Negative
The moment you didn't know you forgot to turn off the camera while attending the lecture and you were having your late lunch.  #onlineclass #onlineclassseries,Neutral
"Awit na online class to, at converge!",Negative
WALA AKONG GANANG MAKINIG SA ONLINE CLASS SOBRANG SAKIT NA NG ULO KO. RIP CIRCUIT,Negative
"sumakit naman ulo ko. Kakaselpon 'to kaya wag na mag online class. Char, di pa pala start.",Neutral
HAHAHAHA patugtogin ko 'to sa online class HAHAHAHA,Neutral
Start na panaman ng online class namin bukas,Neutral
Galing manermon di daw ako natulong sa gawaing bahay galeng nsa online class ako pano ko magagawa,Negative
"Nakakalungkot na pangyayari, may nag suicide na po malapit sa amin isang JHS  student😥😥😥. Sa kadahilanang pong hindi nabilhan ng cellphone para sa online class sa darating na Oct. 5. #AcademicFreezeNOW",Negative
Hirap pala i online class ang calculus bes,Negative
Meron ka man or walang gadgets para sa online class still mahirap mag aral kung hindi sya face to face. #AcademicFreezeNOW,Negative
"Online class ng pamangkin ko. Di pa din nawawala yung mga kaklase na nagssuggest ng earlier deadline.   In short, ung mga kaklase mong pabida na ndi mo iffriend. Hahahah",Neutral
HIRAP NA HIRAP NA PO KAMI SA ONLINE CLASS ‼️‼️‼️,Negative
Sheeettt kinabahan ako bigla sa online class. Hindi pa ako ready especially all units now are major subjects. Wooohh!! I hope I can survive this. Nakakastress (wala pa nga) hahahaha!!,Neutral
Isang malaking wakanangshet na shutanang ina nagtambak lahat ng mga deadlines from minors to majors. pta na online class.,Negative
next week na Online Class namin🥴,Negative
"di naman talaga ako mag stop ngayon eh pero I tried it, di talaga sya nag work sakin prolly sa iba nag work Pero 4 me NO. #AcademicFreezeNOW ang hiling namen. Ayaw ko sanang mapagiwanan pero online class doesn’t work for everyone. + ung school na pinapasukan ko rn is a total shit",Negative
Sobrang nakadrain ang online class 😩,Negative
"My face during online class just now,  https://t.co/41IJgMg8D7",Neutral
Online class pa nga😳,Neutral
Bahala kayo jan! Busy ako sa online class 🤧,Neutral
Hayss kaumay talaga online class,Negative
magdedeactivate ako fb pag start na ng online class! 😂,Neutral
I MISS PARTYING HAY Ang stress reliever ko lng ngayon online class ay matulog,Neutral
"Wala pang one week pamatay na agad gawain, kaiyak talaga!! Online class 😭 streess is real.",Negative
"napakahirap para sa aming naka-data lang itong online class, kalagitnaan ng klase biglang mawawala connection mo sa internet kasi naubusan ka ng load, para makasali ka ulit sa meeting papaload ka uli, pero nahuli kana. :(  #AcademicFreezeNOW",Negative
hirap na hirap na kami sa online class na to. hay napaka fast pace pa parang minamadali lahat eh...,Negative
Inaantok ako sa online class na to,Negative
Nakakaiyak talaga tong online class ! Wala kong maintindihan!! Tapos sigawan pa dito sa bahay kapag nadating silaaa ano baaaaaaaaaaaaa!!,Negative
